error_type,target,predicted
case_error,"""This isn't my case at all, really, only Marker's so deuced important."" ""What about Hannassay?"" The Assistant Commissioner carefully charred the end of his cigar and then placed it in his mouth and lighted it meticulously.","""This isn't my case at all, really, only marker's so deuced important."" ""What about Hannassay?"" The assistant commissioner carefully charred the end of his cigar and then placed it in his mouth and lighted it meticulously."
case_error,"By simply lying doggo instead of trying to make a bolt for it, he could have the police rubbering till all's blue, and never be in danger."" A few minutes later the doctor arrived.","By simply lying Doggo instead of trying to make a bolt for it, he could have the police rubbering till all's blue, and never be in danger."" A few minutes later the doctor arrived."
case_error,"""But it don't let us out, laddie.","""But it don't let us out, Laddie."
case_error,"He was a man who never complained of the vilest weather, seeming even to revel in it; which was fortunate for him, for the rain was pouring down in stinging clouds, drumming on the macadam like a stage effect.","He was a man who never complained of the vilest weather, seeming even to revel in it; which was fortunate for him, for the rain was pouring down in stinging clouds, drumming on the Macadam like a stage effect."
case_error,CHAPTER XI EZRA SURCON DIGS There was a man named Ezra Surcon who owned much land in London.,Chapter XI ezra Surcon digs there was a man named ezra Surcon who owned much land in London.
case_error,"He did not court publicity; there were no paragraphs about him in the gossip columns of the newspapers, and as a matter of fact his name was never mentioned, even in whispers, among the Real Estate Kings of the metropolis.","He did not court publicity; there were no paragraphs about him in the gossip columns of the newspapers, and as a matter of fact his name was never mentioned, even in whispers, among the real estate kings of the metropolis."
case_error,He paid reasonable prices for No.,He paid reasonable prices for no.
case_error,"94, Carter Lane and No.","94, carter lane and no."
case_error,bonus for finishing so soon.,Bonus for finishing so soon.
case_error,"You will go from here to the other foremen, and tell them to promise their men the same if they complete their work at the time I have ordered."" ""_Grazie, signor--subito._"" ""When they finish, they will return to headquarters.","You will go from here to the other foremen, and tell them to promise their men the same if they complete their work at the time I have ordered."" ""_Grazie, signor--Subito._"" ""When they finish, they will return to headquarters."
case_error,He had a stabbing comprehension of the immensity of the Power he was moulding to his hand....,He had a stabbing comprehension of the immensity of the power he was moulding to his hand....
case_error,"The man Torino, breaking out of the gloom with one of the waste-baskets on his back, paused at the look of intentness on his master's face.","The man torino, breaking out of the gloom with one of the waste-baskets on his back, paused at the look of intentness on his master's face."
case_error,"Neither spoke, for each was busy with his own thoughts, and the rap-clang of the brass knocker on the front door made them both start.","neither spoke, for each was busy with his own thoughts, and the rap-clang of the brass knocker on the front door made them both start."
case_error,"He smashed his car into the Carillon, just as I expected, and I jumped from the Navarre.","He smashed his car into the Carillon, just as I expected, and I jumped from the navarre."
case_error,"""Did you get Marker?"" ""Not fatally, though he may die.","""Did you get marker?"" ""Not fatally, though he may die."
case_error,"""You underrate that man, Chief.","""You underrate that man, chief."
case_error,"And tough--he's just a slab of Bessemer on two legs."" He fixed his cigarette with one deft twist and lighted it in the same movement.","And tough--he's just a slab of bessemer on two legs."" He fixed his cigarette with one deft twist and lighted it in the same movement."
case_error,"""I've met him before, and it was too even a chance between us to make me feel comfortable!"" ""Are you scared?"" demanded Surcon malignantly.","""I've met him before, and it was too even a chance between us to make me feel comfortable!"" ""ARE you scared?"" demanded Surcon malignantly."
case_error,"""Because, if so----"" ""_Scared_,"" said Morini equably, ""is a word folks who know old Gat just don't use when I'm around.","""because, if so----"" ""_scared_,"" said Morini equably, ""is a word folks who know old Gat just don't use when I'm around."
case_error,"""Well?"" ""Let me go gunning for him, Chief,"" begged Morini.","""Well?"" ""Let me go gunning for him, chief,"" begged Morini."
case_error,"We can hold him until the Government have paid up, and then he can go."" ""You seem to have a soft spot in your heart for that guy."" Morini flicked up an interrogative eyebrow.","We can hold him until the government have paid up, and then he can go."" ""You seem to have a soft spot in your heart for that guy."" Morini flicked up an interrogative eyebrow."
